[2022-06-14-08-39-12] induction: have people, enter card insert event
[2022-06-14-08-39-12] card in
[2022-06-14-08-39-12] mc action, enter card insert scene:day
[2022-06-14-20-26-07] 485 induc,id:6a,sta:1
[2022-06-14-20-26-13] 485 induc,id:6a,sta:0
[2022-06-14-20-26-14] 485 induc,id:6a,sta:0
[2022-06-14-20-26-14] 485 induc,id:6a,sta:0
[2022-06-14-20-26-47] 485 induc,id:61,sta:0
[2022-06-14-20-26-47] 485 induc,id:61,sta:0
[2022-06-14-20-26-48] 485 induc,id:61,sta:0
[2022-06-14-20-27-37] 485 induc,id:60,sta:0
[2022-06-14-20-27-38] 485 induc,id:60,sta:0
[2022-06-14-20-27-38] 485 induc,id:60,sta:0
[2022-06-14-20-29-59] 485 induc,id:6a,sta:1
[2022-06-14-20-29-59] 485 induc,id:6a,sta:1
[2022-06-14-20-29-59] 485 induc,id:61,sta:1
[2022-06-14-20-29-59] 485 induc,id:6a,sta:1
[2022-06-14-20-30-00] 485 induc,id:61,sta:1
[2022-06-14-20-30-00] 485 induc,id:61,sta:1
[2022-06-14-20-30-05] 485 induc,id:60,sta:1
[2022-06-14-20-30-06] 485 induc,id:60,sta:1
[2022-06-14-20-30-06] 485 induc,id:6a,sta:0
[2022-06-14-20-30-06] 485 induc,id:6a,sta:0
[2022-06-14-20-30-13] 485 induc,id:6a,sta:1
[2022-06-14-20-30-14] 485 induc,id:6a,sta:1
[2022-06-14-20-30-14] 485 induc,id:6a,sta:1
[2022-06-14-20-30-21] 485 induc,id:6a,sta:0
[2022-06-14-20-30-21] 485 induc,id:6a,sta:0
[2022-06-14-20-30-21] 485 induc,id:6a,sta:0
[2022-06-14-20-31-08] 485 induc,id:6a,sta:1
[2022-06-14-20-31-08] 485 induc,id:6a,sta:1
[2022-06-14-20-31-09] 485 induc,id:6a,sta:1
[2022-06-14-20-31-10] mc close
[2022-06-14-20-31-15] 485 induc,id:6a,sta:0
[2022-06-14-20-31-15] 485 induc,id:6a,sta:0
[2022-06-14-20-31-15] 485 induc,id:6a,sta:0
[2022-06-14-20-32-35] 485 induc,id:61,sta:0
[2022-06-14-20-32-36] 485 induc,id:61,sta:0
[2022-06-14-20-32-36] 485 induc,id:61,sta:0
[2022-06-14-20-32-41] 485 induc,id:60,sta:0
[2022-06-14-20-32-42] 485 induc,id:60,sta:0
[2022-06-14-20-32-42] 485 induc,id:60,sta:0
[2022-06-14-20-37-17] induction: no people timeout, enter card pull event
[2022-06-14-20-37-29] card out
[2022-06-15-07-51-07] mc open
[2022-06-15-07-51-07] 485 induc,id:61,sta:1
[2022-06-15-07-51-07] induction: have people, enter card insert event
[2022-06-15-07-51-08] card in
[2022-06-15-07-51-08] mc action, enter card insert scene:night
[2022-06-15-07-51-08] 485 induc,id:61,sta:1
[2022-06-15-07-51-09] 485 induc,id:60,sta:1
[2022-06-15-07-51-11] mc close
[2022-06-15-07-51-16] 485 induc,id:6a,sta:0
[2022-06-15-07-51-16] 485 induc,id:6a,sta:0
[2022-06-15-07-52-39] 485 induc,id:61,sta:0
[2022-06-15-07-52-39] 485 induc,id:60,sta:0
[2022-06-15-07-52-40] 485 induc,id:60,sta:0
[2022-06-15-07-52-40] 485 induc,id:60,sta:0
[2022-06-15-07-57-16] induction: no people timeout, enter card pull event
[2022-06-15-07-57-28] card out
[2022-06-15-08-44-09] mc open
[2022-06-15-08-44-10] 485 induc,id:61,sta:1
[2022-06-15-08-44-10] induction: have people, enter card insert event
[2022-06-15-08-44-10] card in
[2022-06-15-08-44-10] mc action, enter card insert scene:day
[2022-06-15-08-44-11] 485 induc,id:61,sta:1
[2022-06-15-08-44-11] 485 induc,id:6a,sta:1
[2022-06-15-08-44-11] 485 induc,id:60,sta:1
[2022-06-15-08-44-12] 485 induc,id:60,sta:1
[2022-06-15-08-44-32] 485 induc,id:6a,sta:0
[2022-06-15-08-44-33] 485 induc,id:6a,sta:0
[2022-06-15-08-44-53] 485 induc,id:6a,sta:1
[2022-06-15-08-44-53] 485 induc,id:6a,sta:1
[2022-06-15-08-45-00] 485 induc,id:6a,sta:0
[2022-06-15-08-45-00] 485 induc,id:6a,sta:0
[2022-06-15-08-45-44] 485 induc,id:6a,sta:1
[2022-06-15-08-45-45] 485 induc,id:6a,sta:1
[2022-06-15-08-45-45] 485 induc,id:6a,sta:1
[2022-06-15-08-45-48] Key Num 12 first action
[2022-06-15-08-45-50] 485 induc,id:60,sta:0
[2022-06-15-08-45-51] 485 induc,id:60,sta:0
[2022-06-15-08-45-51] 485 induc,id:60,sta:0
[2022-06-15-08-45-56] 485 induc,id:6a,sta:0
[2022-06-15-08-45-56] 485 induc,id:6a,sta:0
[2022-06-15-08-45-56] 485 induc,id:6a,sta:0
[2022-06-15-08-46-00] 485 induc,id:60,sta:1
[2022-06-15-08-46-01] 485 induc,id:60,sta:1
[2022-06-15-08-46-01] 485 induc,id:6a,sta:1
[2022-06-15-08-46-02] 485 induc,id:6a,sta:1
[2022-06-15-08-46-08] 485 induc,id:6a,sta:0
[2022-06-15-08-46-09] 485 induc,id:6a,sta:0
[2022-06-15-08-46-09] 485 induc,id:6a,sta:0
[2022-06-15-08-46-20] 485 induc,id:6a,sta:1
[2022-06-15-08-46-20] 485 induc,id:6a,sta:1
[2022-06-15-08-46-20] 485 induc,id:6a,sta:1
[2022-06-15-08-46-27] 485 induc,id:6a,sta:0
[2022-06-15-08-46-27] 485 induc,id:6a,sta:0
[2022-06-15-08-46-27] 485 induc,id:6a,sta:0
[2022-06-15-08-46-44] 485 induc,id:6a,sta:1
[2022-06-15-08-46-44] 485 induc,id:6a,sta:1
[2022-06-15-08-46-45] 485 induc,id:6a,sta:1
[2022-06-15-08-46-58] 485 induc,id:6a,sta:0
[2022-06-15-08-46-58] 485 induc,id:6a,sta:0
[2022-06-15-08-47-02] 485 induc,id:6a,sta:1
[2022-06-15-08-47-02] 485 induc,id:6a,sta:1
[2022-06-15-08-47-03] 485 induc,id:6a,sta:1
[2022-06-15-08-47-13] 485 induc,id:6a,sta:0
[2022-06-15-08-47-13] 485 induc,id:6a,sta:0
[2022-06-15-08-48-36] 485 induc,id:60,sta:0
[2022-06-15-08-48-36] 485 induc,id:60,sta:0
[2022-06-15-08-48-37] 485 induc,id:60,sta:0
[2022-06-15-08-49-15] 485 induc,id:60,sta:1
[2022-06-15-08-49-16] 485 induc,id:60,sta:1
[2022-06-15-08-49-16] 485 induc,id:60,sta:1
[2022-06-15-08-49-34] 485 induc,id:6a,sta:1
[2022-06-15-08-49-34] 485 induc,id:6a,sta:1
[2022-06-15-08-49-41] 485 induc,id:6a,sta:0
[2022-06-15-08-49-41] 485 induc,id:6a,sta:0
[2022-06-15-08-49-41] 485 induc,id:6a,sta:0
[2022-06-15-08-50-37] 485 induc,id:6a,sta:1
[2022-06-15-08-50-38] 485 induc,id:6a,sta:1
[2022-06-15-08-50-38] 485 induc,id:6a,sta:1
[2022-06-15-08-50-49] 485 induc,id:6a,sta:1
[2022-06-15-08-50-49] 485 induc,id:6a,sta:1
[2022-06-15-08-50-50] 485 induc,id:6a,sta:1
[2022-06-15-08-50-56] 485 induc,id:6a,sta:0
[2022-06-15-08-50-56] 485 induc,id:6a,sta:0
[2022-06-15-08-50-57] 485 induc,id:6a,sta:0
[2022-06-15-08-51-32] 485 induc,id:6a,sta:1
[2022-06-15-08-51-32] 485 induc,id:6a,sta:1
[2022-06-15-08-51-32] 485 induc,id:6a,sta:1
[2022-06-15-08-51-39] 485 induc,id:6a,sta:0
[2022-06-15-08-51-39] 485 induc,id:6a,sta:0
[2022-06-15-08-52-53] 485 induc,id:6a,sta:1
[2022-06-15-08-52-54] 485 induc,id:6a,sta:1
[2022-06-15-08-52-54] 485 induc,id:6a,sta:1
[2022-06-15-08-53-01] 485 induc,id:6a,sta:0
[2022-06-15-08-53-01] 485 induc,id:6a,sta:0
[2022-06-15-08-53-01] 485 induc,id:6a,sta:0
[2022-06-15-08-53-40] 485 induc,id:6a,sta:1
[2022-06-15-08-53-41] 485 induc,id:6a,sta:1
[2022-06-15-08-53-47] 485 induc,id:6a,sta:0
[2022-06-15-08-53-47] 485 induc,id:6a,sta:0
[2022-06-15-08-53-48] 485 induc,id:6a,sta:0
[2022-06-15-08-54-58] 485 induc,id:6a,sta:1
[2022-06-15-08-54-59] 485 induc,id:6a,sta:1
[2022-06-15-08-55-05] 485 induc,id:6a,sta:0
[2022-06-15-08-55-05] 485 induc,id:6a,sta:0
[2022-06-15-08-55-06] 485 induc,id:6a,sta:0
[2022-06-15-08-55-42] 485 induc,id:6a,sta:1
[2022-06-15-08-55-43] 485 induc,id:6a,sta:1
[2022-06-15-08-55-49] 485 induc,id:6a,sta:0
[2022-06-15-08-55-49] 485 induc,id:6a,sta:0
[2022-06-15-08-55-50] 485 induc,id:6a,sta:0
[2022-06-15-08-56-52] 485 induc,id:61,sta:0
[2022-06-15-08-56-52] 485 induc,id:61,sta:0
[2022-06-15-08-56-53] 485 induc,id:61,sta:0
[2022-06-15-08-56-56] 485 induc,id:60,sta:0
[2022-06-15-08-56-56] 485 induc,id:60,sta:0
[2022-06-15-08-56-57] 485 induc,id:60,sta:0
[2022-06-15-09-02-33] 485 induc,id:61,sta:1
[2022-06-15-09-02-33] 485 induc,id:61,sta:1
[2022-06-15-09-02-34] 485 induc,id:61,sta:1
[2022-06-15-09-02-34] 485 induc,id:6a,sta:1
[2022-06-15-09-02-35] 485 induc,id:6a,sta:1
[2022-06-15-09-02-37] Key Num 9 second action
[2022-06-15-09-02-38] Key Num 12 second action
[2022-06-15-09-02-38] 485 induc,id:60,sta:1
[2022-06-15-09-02-39] 485 induc,id:60,sta:1
[2022-06-15-09-02-39] 485 induc,id:60,sta:1
[2022-06-15-09-02-41] mc close
[2022-06-15-09-02-44] 485 induc,id:6a,sta:0
[2022-06-15-09-02-45] 485 induc,id:6a,sta:0
[2022-06-15-09-02-45] 485 induc,id:6a,sta:0
[2022-06-15-09-04-01] 485 induc,id:60,sta:0
[2022-06-15-09-04-01] 485 induc,id:60,sta:0
[2022-06-15-09-04-02] 485 induc,id:60,sta:0
[2022-06-15-09-04-11] 485 induc,id:61,sta:0
[2022-06-15-09-04-12] 485 induc,id:61,sta:0
[2022-06-15-09-04-12] 485 induc,id:61,sta:0
[2022-06-15-09-09-37] induction: no people timeout, enter card pull event
[2022-06-15-09-09-50] card out
[2022-06-15-09-19-19] 485 induc,id:60,sta:1
[2022-06-15-09-19-20] 485 induc,id:60,sta:1
[2022-06-15-09-19-20] 485 induc,id:60,sta:1
[2022-06-15-09-20-42] 485 induc,id:60,sta:0
[2022-06-15-09-20-42] 485 induc,id:60,sta:0
[2022-06-15-09-20-43] 485 induc,id:60,sta:0
[2022-06-15-09-21-50] mc open
[2022-06-15-09-21-52] 485 induc,id:61,sta:1
[2022-06-15-09-21-52] induction: have people, enter card insert event
[2022-06-15-09-21-52] card in
[2022-06-15-09-21-52] 485 induc,id:60,sta:1
[2022-06-15-09-21-52] mc action, enter card insert scene:day
[2022-06-15-09-21-52] 485 induc,id:6a,sta:1
[2022-06-15-09-21-53] 485 induc,id:60,sta:1
[2022-06-15-09-21-59] 485 induc,id:6a,sta:0
[2022-06-15-09-22-00] 485 induc,id:6a,sta:0
[2022-06-15-09-22-00] 485 induc,id:6a,sta:0
[2022-06-15-09-23-00] 485 induc,id:6a,sta:1
[2022-06-15-09-23-00] 485 induc,id:6a,sta:1
[2022-06-15-09-23-01] Key Num 12 first action
[2022-06-15-09-23-02] Key Num 12 second action
[2022-06-15-09-23-13] 485 induc,id:6a,sta:0
[2022-06-15-09-23-21] 485 induc,id:6a,sta:1
[2022-06-15-09-23-21] 485 induc,id:6a,sta:1
[2022-06-15-09-23-21] 485 induc,id:6a,sta:1
[2022-06-15-09-23-24] mc close
[2022-06-15-09-23-28] 485 induc,id:6a,sta:0
[2022-06-15-09-23-28] 485 induc,id:6a,sta:0
[2022-06-15-09-23-28] 485 induc,id:6a,sta:0
[2022-06-15-09-24-53] 485 induc,id:61,sta:0
[2022-06-15-09-24-53] 485 induc,id:60,sta:0
[2022-06-15-09-24-53] 485 induc,id:61,sta:0
[2022-06-15-09-24-53] 485 induc,id:60,sta:0
[2022-06-15-09-24-54] 485 induc,id:61,sta:0
[2022-06-15-09-24-54] 485 induc,id:60,sta:0
[2022-06-15-09-29-29] induction: no people timeout, enter card pull event
[2022-06-15-09-29-41] card out
[2022-06-17-10-06-06] R2000 power up
[2022-06-17-10-06-12] R2000 init ok
[2022-06-17-10-06-12] air style:1, stopUse:0, rentSta:0
[2022-06-17-10-06-12] statusIntervelTime:60, inducMcOpenTime:1, inducTimeOut:5 
[2022-06-17-10-06-15] induction: have people, enter card insert event
[2022-06-17-10-06-15] system reset, Do not handle card insert event 
[2022-06-17-10-06-22] rs485 air thread start
[2022-06-17-10-07-02] sos open
[2022-06-17-10-11-55] induction: no people timeout, enter card pull event
[2022-06-17-10-12-07] card out
[2022-06-17-10-27-25] mc open
[2022-06-17-10-27-26] 485 induc,id:61,sta:1
[2022-06-17-10-27-26] induction: have people, enter card insert event
[2022-06-17-10-27-26] card in
[2022-06-17-10-27-26] mc action, enter card insert scene:day
[2022-06-17-10-27-27] 485 induc,id:60,sta:1
[2022-06-17-10-27-28] 485 induc,id:6a,sta:1
[2022-06-17-10-27-28] 485 induc,id:6a,sta:1
[2022-06-17-10-27-28] 485 induc,id:60,sta:1
[2022-06-17-10-27-35] 485 induc,id:6a,sta:0
[2022-06-17-10-27-35] 485 induc,id:6a,sta:0
[2022-06-17-10-27-39] mc close
[2022-06-17-10-29-05] 485 induc,id:61,sta:0
[2022-06-17-10-29-05] 485 induc,id:61,sta:0
[2022-06-17-10-29-06] 485 induc,id:61,sta:0
[2022-06-17-10-29-06] 485 induc,id:60,sta:0
[2022-06-17-10-29-07] 485 induc,id:60,sta:0
[2022-06-17-10-29-07] 485 induc,id:60,sta:0
[2022-06-17-10-33-42] induction: no people timeout, enter card pull event
[2022-06-17-10-33-54] card out
[2022-06-17-14-09-49] mc open
[2022-06-17-14-09-50] 485 induc,id:61,sta:1
[2022-06-17-14-09-50] induction: have people, enter card insert event
[2022-06-17-14-09-50] card in
[2022-06-17-14-09-50] mc action, enter card insert scene:day
[2022-06-17-14-09-51] 485 induc,id:61,sta:1
[2022-06-17-14-09-51] 485 induc,id:60,sta:1
[2022-06-17-14-09-52] 485 induc,id:60,sta:1
[2022-06-17-14-09-52] 485 induc,id:60,sta:1
[2022-06-17-14-09-53] mc close
[2022-06-17-14-11-21] 485 induc,id:61,sta:0
[2022-06-17-14-11-21] 485 induc,id:61,sta:0
[2022-06-17-14-11-22] 485 induc,id:61,sta:0
[2022-06-17-14-17-15] radar lock state
[2022-06-17-18-55-12] systen reset, func:pcResetAfterSecondsSetting
[2022-06-17-18-55-18] R2000 power up
[2022-06-17-18-56-04] R2000 power up
[2022-06-17-18-56-09] R2000 init ok
[2022-06-17-18-56-09] air style:1, stopUse:0, rentSta:0
[2022-06-17-18-56-09] statusIntervelTime:60, inducMcOpenTime:1, inducTimeOut:5 
[2022-06-17-18-56-12] induction: have people, enter card insert event
[2022-06-17-18-56-13] system reset, Do not handle card insert event 
[2022-06-17-18-56-19] rs485 air thread start
[2022-06-17-18-56-58] sos open
[2022-06-17-19-02-02] induction: no people timeout, enter card pull event
[2022-06-17-19-02-14] card out
[2022-06-18-03-35-02] 485 induc,id:61,sta:1
[2022-06-18-03-35-03] 485 induc,id:61,sta:1
[2022-06-18-03-35-03] 485 induc,id:61,sta:1
[2022-06-18-03-36-33] 485 induc,id:61,sta:0
[2022-06-18-03-36-33] 485 induc,id:61,sta:0
[2022-06-18-03-36-34] 485 induc,id:61,sta:0
[2022-06-18-14-36-02] mc open
[2022-06-18-14-36-02] 485 induc,id:61,sta:1
[2022-06-18-14-36-02] induction: have people, enter card insert event
[2022-06-18-14-36-03] card in
[2022-06-18-14-36-03] mc action, enter card insert scene:day
[2022-06-18-14-36-03] 485 induc,id:61,sta:1
[2022-06-18-14-36-04] 485 induc,id:6a,sta:1
[2022-06-18-14-36-04] 485 induc,id:6a,sta:1
[2022-06-18-14-36-06] Key Num 12 first action
[2022-06-18-14-36-08] Key Num 12 second action
[2022-06-18-14-36-16] 485 induc,id:6a,sta:0
[2022-06-18-14-36-16] 485 induc,id:6a,sta:0
[2022-06-18-14-36-16] 485 induc,id:6a,sta:0
[2022-06-18-14-37-26] 485 induc,id:60,sta:0
[2022-06-18-14-37-27] 485 induc,id:60,sta:0
[2022-06-18-14-37-41] 485 induc,id:61,sta:0
[2022-06-18-14-37-42] 485 induc,id:61,sta:0
[2022-06-18-14-37-42] 485 induc,id:61,sta:0
[2022-06-18-14-46-53] 485 induc,id:61,sta:1
[2022-06-18-14-46-53] 485 induc,id:61,sta:1
[2022-06-18-14-46-53] 485 induc,id:6a,sta:1
[2022-06-18-14-46-54] 485 induc,id:6a,sta:1
[2022-06-18-14-46-55] 485 induc,id:60,sta:1
[2022-06-18-14-46-56] 485 induc,id:60,sta:1
[2022-06-18-14-46-56] 485 induc,id:60,sta:1
[2022-06-18-14-46-58] mc close
[2022-06-18-14-47-03] 485 induc,id:6a,sta:0
[2022-06-18-14-47-04] 485 induc,id:6a,sta:0
[2022-06-18-14-47-49] 485 induc,id:6a,sta:1
[2022-06-18-14-47-49] pir lock state
[2022-06-18-14-47-50] 485 induc,id:6a,sta:1
[2022-06-18-14-47-50] 485 induc,id:6a,sta:1
[2022-06-18-14-47-50] mc open
[2022-06-18-14-48-02] 485 induc,id:6a,sta:0
[2022-06-18-14-48-02] 485 induc,id:6a,sta:0
[2022-06-18-14-49-24] 485 induc,id:60,sta:0
[2022-06-18-14-49-24] 485 induc,id:60,sta:0
[2022-06-18-14-49-37] 485 induc,id:61,sta:0
[2022-06-18-14-49-38] 485 induc,id:61,sta:0
[2022-06-18-14-49-38] 485 induc,id:61,sta:0
[2022-06-18-14-49-50] 485 induc,id:6a,sta:1
[2022-06-18-14-49-50] 485 induc,id:6a,sta:1
[2022-06-18-14-49-50] 485 induc,id:6a,sta:1
[2022-06-18-14-49-57] 485 induc,id:6a,sta:0
[2022-06-18-14-49-57] 485 induc,id:6a,sta:0
[2022-06-18-14-57-57] 485 induc,id:61,sta:1
[2022-06-18-14-57-58] 485 induc,id:61,sta:1
[2022-06-18-14-57-58] 485 induc,id:61,sta:1
[2022-06-18-14-57-58] 485 induc,id:6a,sta:1
[2022-06-18-14-57-59] 485 induc,id:6a,sta:1
[2022-06-18-14-58-00] 485 induc,id:60,sta:1
[2022-06-18-14-58-01] 485 induc,id:60,sta:1
[2022-06-18-14-58-01] 485 induc,id:60,sta:1
[2022-06-18-14-58-06] 485 induc,id:6a,sta:0
[2022-06-18-14-58-06] 485 induc,id:6a,sta:0
[2022-06-18-14-59-53] 485 induc,id:6a,sta:1
[2022-06-18-14-59-53] 485 induc,id:6a,sta:1
[2022-06-18-14-59-54] 485 induc,id:6a,sta:1
[2022-06-18-15-00-06] 485 induc,id:6a,sta:0
[2022-06-18-15-00-07] 485 induc,id:6a,sta:0
[2022-06-18-15-01-26] 485 induc,id:61,sta:0
[2022-06-18-15-01-26] 485 induc,id:61,sta:0
[2022-06-18-15-01-27] 485 induc,id:61,sta:0
[2022-06-18-15-01-29] 485 induc,id:60,sta:0
[2022-06-18-15-01-30] 485 induc,id:60,sta:0
[2022-06-18-15-13-19] 485 induc,id:61,sta:1
[2022-06-18-15-13-19] 485 induc,id:61,sta:1
[2022-06-18-15-13-20] 485 induc,id:61,sta:1
[2022-06-18-15-13-20] 485 induc,id:6a,sta:1
[2022-06-18-15-13-20] 485 induc,id:6a,sta:1
[2022-06-18-15-13-21] 485 induc,id:6a,sta:1
[2022-06-18-15-13-21] 485 induc,id:60,sta:1
[2022-06-18-15-13-22] 485 induc,id:60,sta:1
[2022-06-18-15-13-27] 485 induc,id:6a,sta:0
[2022-06-18-15-13-27] 485 induc,id:6a,sta:0
[2022-06-18-15-14-31] 485 induc,id:6a,sta:1
[2022-06-18-15-14-31] 485 induc,id:6a,sta:1
[2022-06-18-15-14-42] 485 induc,id:6a,sta:0
[2022-06-18-15-14-43] 485 induc,id:6a,sta:0
[2022-06-18-15-14-43] 485 induc,id:6a,sta:0
[2022-06-18-15-14-58] 485 induc,id:6a,sta:1
[2022-06-18-15-14-58] 485 induc,id:6a,sta:1
[2022-06-18-15-15-08] 485 induc,id:6a,sta:0
[2022-06-18-15-15-08] 485 induc,id:6a,sta:0
[2022-06-18-15-15-09] 485 induc,id:6a,sta:0
[2022-06-18-15-15-18] 485 induc,id:6a,sta:1
[2022-06-18-15-15-18] 485 induc,id:6a,sta:1
[2022-06-18-15-15-19] 485 induc,id:6a,sta:1
[2022-06-18-15-15-25] 485 induc,id:6a,sta:0
[2022-06-18-15-15-26] 485 induc,id:6a,sta:0
[2022-06-18-15-15-32] 485 induc,id:6a,sta:1
[2022-06-18-15-15-33] 485 induc,id:6a,sta:1
[2022-06-18-15-15-33] 485 induc,id:6a,sta:1
[2022-06-18-15-15-52] 485 induc,id:6a,sta:0
[2022-06-18-15-15-52] 485 induc,id:6a,sta:0
[2022-06-18-15-15-53] 485 induc,id:6a,sta:0
[2022-06-18-15-16-13] 485 induc,id:6a,sta:1
[2022-06-18-15-16-14] 485 induc,id:6a,sta:1
[2022-06-18-15-16-28] 485 induc,id:6a,sta:0
[2022-06-18-15-16-28] 485 induc,id:6a,sta:0
[2022-06-18-15-17-02] 485 induc,id:6a,sta:1
[2022-06-18-15-17-02] 485 induc,id:6a,sta:1
[2022-06-18-15-17-02] 485 induc,id:6a,sta:1
[2022-06-18-15-17-09] 485 induc,id:6a,sta:0
[2022-06-18-15-17-09] 485 induc,id:6a,sta:0
[2022-06-18-15-17-09] 485 induc,id:6a,sta:0
[2022-06-18-15-20-30] 485 induc,id:6a,sta:1
[2022-06-18-15-20-30] 485 induc,id:6a,sta:1
[2022-06-18-15-20-37] 485 induc,id:6a,sta:0
[2022-06-18-15-20-37] 485 induc,id:6a,sta:0
[2022-06-18-15-20-37] 485 induc,id:6a,sta:0
[2022-06-18-15-21-03] 485 induc,id:6a,sta:1
[2022-06-18-15-21-03] 485 induc,id:6a,sta:1
[2022-06-18-15-21-16] 485 induc,id:6a,sta:0
[2022-06-18-15-21-16] 485 induc,id:6a,sta:0
[2022-06-18-15-21-17] 485 induc,id:6a,sta:0
[2022-06-18-15-21-32] 485 induc,id:6a,sta:1
[2022-06-18-15-21-33] 485 induc,id:6a,sta:1
[2022-06-18-15-21-33] 485 induc,id:6a,sta:1
[2022-06-18-15-21-39] 485 induc,id:6a,sta:0
[2022-06-18-15-21-40] 485 induc,id:6a,sta:0
[2022-06-18-15-22-02] 485 induc,id:6a,sta:1
[2022-06-18-15-22-02] 485 induc,id:6a,sta:1
[2022-06-18-15-22-26] 485 induc,id:6a,sta:0
[2022-06-18-15-22-26] 485 induc,id:6a,sta:0
[2022-06-18-15-22-27] 485 induc,id:6a,sta:0
[2022-06-18-15-22-49] 485 induc,id:6a,sta:1
[2022-06-18-15-22-50] 485 induc,id:6a,sta:1
[2022-06-18-15-22-50] 485 induc,id:6a,sta:1
[2022-06-18-15-23-05] 485 induc,id:6a,sta:0
[2022-06-18-15-23-06] 485 induc,id:6a,sta:0
[2022-06-18-15-23-06] 485 induc,id:6a,sta:0
[2022-06-18-15-23-14] 485 induc,id:6a,sta:1
[2022-06-18-15-23-15] 485 induc,id:6a,sta:1
[2022-06-18-15-23-28] 485 induc,id:6a,sta:0
[2022-06-18-15-23-28] 485 induc,id:6a,sta:0
[2022-06-18-15-23-33] 485 induc,id:6a,sta:1
[2022-06-18-15-23-34] 485 induc,id:6a,sta:1
[2022-06-18-15-23-56] 485 induc,id:6a,sta:0
[2022-06-18-15-23-56] 485 induc,id:6a,sta:0
[2022-06-18-15-24-00] 485 induc,id:6a,sta:1
[2022-06-18-15-24-00] 485 induc,id:6a,sta:1
[2022-06-18-15-24-01] 485 induc,id:6a,sta:1
[2022-06-18-15-24-03] mc close
[2022-06-18-15-24-07] 485 induc,id:6a,sta:0
[2022-06-18-15-24-08] 485 induc,id:6a,sta:0
[2022-06-18-15-25-28] 485 induc,id:61,sta:0
[2022-06-18-15-25-29] 485 induc,id:61,sta:0
[2022-06-18-15-25-29] 485 induc,id:61,sta:0
[2022-06-18-15-25-31] 485 induc,id:60,sta:0
[2022-06-18-15-25-31] 485 induc,id:60,sta:0
[2022-06-18-15-30-07] induction: no people timeout, enter card pull event
[2022-06-18-15-30-19] card out
[2022-06-18-17-30-14] mc open
[2022-06-18-17-30-14] 485 induc,id:61,sta:1
[2022-06-18-17-30-14] induction: have people, enter card insert event
[2022-06-18-17-30-14] card in
[2022-06-18-17-30-15] mc action, enter card insert scene:day
[2022-06-18-17-30-15] 485 induc,id:61,sta:1
[2022-06-18-17-30-16] 485 induc,id:6a,sta:1
[2022-06-18-17-30-16] 485 induc,id:6a,sta:1
[2022-06-18-17-30-16] 485 induc,id:6a,sta:1
[2022-06-18-17-30-18] 485 induc,id:60,sta:1
[2022-06-18-17-30-19] 485 induc,id:60,sta:1
[2022-06-18-17-30-28] mc close
[2022-06-18-17-30-32] 485 induc,id:6a,sta:0
[2022-06-18-17-30-32] 485 induc,id:6a,sta:0
[2022-06-18-17-31-30] mc open
[2022-06-18-17-31-33] 485 induc,id:6a,sta:1
[2022-06-18-17-31-33] 485 induc,id:6a,sta:1
[2022-06-18-17-31-41] mc close
[2022-06-18-17-31-47] 485 induc,id:6a,sta:0
[2022-06-18-17-31-47] 485 induc,id:6a,sta:0
[2022-06-18-17-32-07] 485 induc,id:6a,sta:1
[2022-06-18-17-32-07] 485 induc,id:6a,sta:1
[2022-06-18-17-32-08] mc open
[2022-06-18-17-32-11] mc close
[2022-06-18-17-32-13] 485 induc,id:6a,sta:0
[2022-06-18-17-32-14] 485 induc,id:6a,sta:0
[2022-06-18-17-32-14] 485 induc,id:6a,sta:0
[2022-06-18-17-33-35] 485 induc,id:60,sta:0
[2022-06-18-17-33-35] 485 induc,id:60,sta:0
[2022-06-18-17-33-36] 485 induc,id:60,sta:0
[2022-06-18-17-33-39] 485 induc,id:61,sta:0
[2022-06-18-17-33-40] 485 induc,id:61,sta:0
[2022-06-18-17-33-40] 485 induc,id:61,sta:0
[2022-06-18-17-38-16] induction: no people timeout, enter card pull event
[2022-06-18-17-38-28] card out
[2022-06-18-19-03-04] mc open
[2022-06-18-19-03-05] 485 induc,id:61,sta:1
[2022-06-18-19-03-05] induction: have people, enter card insert event
[2022-06-18-19-03-05] card in
[2022-06-18-19-03-05] mc action, enter card insert scene:night
[2022-06-18-19-03-05] 485 induc,id:61,sta:1
[2022-06-18-19-03-06] 485 induc,id:6a,sta:1
[2022-06-18-19-03-13] 485 induc,id:6a,sta:0
[2022-06-18-19-03-13] 485 induc,id:6a,sta:0
[2022-06-18-19-03-18] 485 induc,id:6a,sta:1
[2022-06-18-19-03-18] 485 induc,id:6a,sta:1
[2022-06-18-19-03-18] 485 induc,id:6a,sta:1
[2022-06-18-19-03-21] 485 induc,id:60,sta:1
[2022-06-18-19-03-22] 485 induc,id:60,sta:1
[2022-06-18-19-03-25] 485 induc,id:6a,sta:0
[2022-06-18-19-03-25] 485 induc,id:6a,sta:0
[2022-06-18-19-03-25] 485 induc,id:6a,sta:0
[2022-06-18-19-06-13] 485 induc,id:61,sta:0
[2022-06-18-19-06-14] 485 induc,id:61,sta:0
[2022-06-18-19-07-21] 485 induc,id:61,sta:1
[2022-06-18-19-07-21] 485 induc,id:61,sta:1
[2022-06-18-19-07-22] 485 induc,id:61,sta:1
[2022-06-18-19-08-50] 485 induc,id:6a,sta:1
[2022-06-18-19-08-50] 485 induc,id:6a,sta:1
